control/mA	<Ewe>/V	
2.0000000E-002	1.1129409E+000
2.0000000E-002	1.1128618E+000
2.0000000E-002	1.1127812E+000
2.0000000E-002	1.1127028E+000
2.0000000E-002	1.1126246E+000
2.0000000E-002	1.1125432E+000
2.0000000E-002	1.1124686E+000
2.0000000E-002	1.1123970E+000
2.0000000E-002	1.1123198E+000
2.0000000E-002	1.1122446E+000
2.0000000E-002	1.1121641E+000
2.0000000E-002	1.1120920E+000
2.0000000E-002	1.1120123E+000
2.0000000E-002	1.1119422E+000
2.0000000E-002	1.1118699E+000
2.0000000E-002	1.1118003E+000
2.0000000E-002	1.1117336E+000
2.0000000E-002	1.1116562E+000
2.0000000E-002	1.1115909E+000
2.0000000E-002	1.1115125E+000
2.0000000E-002	1.1114410E+000
2.0000000E-002	1.1113628E+000
2.0000000E-002	1.1112912E+000
2.0000000E-002	1.1112177E+000
2.0000000E-002	1.1111507E+000
2.0000000E-002	1.1110774E+000
2.0000000E-002	1.1110029E+000
2.0000000E-002	1.1109349E+000
2.0000000E-002	1.1108568E+000
2.0000000E-002	1.1107869E+000
2.0000000E-002	1.1107229E+000
2.0000000E-002	1.1106536E+000
2.0000000E-002	1.1105870E+000
2.0000000E-002	1.1105248E+000
2.0000000E-002	1.1104400E+000
2.0000000E-002	1.1104527E+000
2.0000000E-002	1.1103823E+000
2.0000000E-002	1.1103114E+000
2.0000000E-002	1.1102408E+000
2.0000000E-002	1.1101745E+000
2.0000000E-002	1.1101043E+000
2.0000000E-002	1.1100379E+000
2.0000000E-002	1.1099738E+000
2.0000000E-002	1.1098975E+000
2.0000000E-002	1.1098362E+000
2.0000000E-002	1.1097697E+000
2.0000000E-002	1.1097047E+000
2.0000000E-002	1.1096468E+000
2.0000000E-002	1.1095746E+000
2.0000000E-002	1.1095080E+000
2.0000000E-002	1.1094561E+000
2.0000000E-002	1.1093901E+000
2.0000000E-002	1.1093274E+000
2.0000000E-002	1.1092615E+000
2.0000000E-002	1.1091994E+000
2.0000000E-002	1.1091344E+000
2.0000000E-002	1.1090678E+000
2.0000000E-002	1.1089917E+000
2.0000000E-002	1.1089292E+000
2.0000000E-002	1.1088656E+000
2.0000000E-002	1.1087978E+000
2.0000000E-002	1.1087397E+000
2.0000000E-002	1.1086767E+000
2.0000000E-002	1.1086113E+000
2.0000000E-002	1.1085511E+000
2.0000000E-002	1.1084886E+000
2.0000000E-002	1.1084293E+000
2.0000000E-002	1.1083654E+000
2.0000000E-002	1.1083043E+000
2.0000000E-002	1.1082442E+000
2.0000000E-002	1.1081865E+000
2.0000000E-002	1.1081336E+000
2.0000000E-002	1.1080716E+000
2.0000000E-002	1.1080074E+000
2.0000000E-002	1.1079564E+000
2.0000000E-002	1.1078923E+000
2.0000000E-002	1.1078312E+000
2.0000000E-002	1.1077669E+000
2.0000000E-002	1.1077049E+000
2.0000000E-002	1.1076454E+000
2.0000000E-002	1.1075832E+000
2.0000000E-002	1.1075275E+000
2.0000000E-002	1.1074628E+000
2.0000000E-002	1.1074048E+000
2.0000000E-002	1.1073463E+000
2.0000000E-002	1.1071565E+000
2.0000000E-002	1.1072859E+000
2.0000000E-002	1.1072280E+000
2.0000000E-002	1.1071634E+000
2.0000000E-002	1.1071079E+000
2.0000000E-002	1.1070487E+000
2.0000000E-002	1.1069937E+000
2.0000000E-002	1.1069404E+000
2.0000000E-002	1.1068844E+000
2.0000000E-002	1.1068295E+000
2.0000000E-002	1.1067750E+000
2.0000000E-002	1.1067173E+000
2.0000000E-002	1.1066560E+000
2.0000000E-002	1.1065946E+000
2.0000000E-002	1.1065384E+000
2.0000000E-002	1.1064794E+000
2.0000000E-002	1.1064215E+000
2.0000000E-002	1.1063659E+000
2.0000000E-002	1.1063119E+000
2.0000000E-002	1.1062530E+000
2.0000000E-002	1.1061972E+000
2.0000000E-002	1.1061374E+000
2.0000000E-002	1.1060866E+000
2.0000000E-002	1.1060269E+000
2.0000000E-002	1.1059753E+000
2.0000000E-002	1.1059225E+000
2.0000000E-002	1.1058636E+000
2.0000000E-002	1.1058110E+000
2.0000000E-002	1.1057527E+000
2.0000000E-002	1.1056994E+000
2.0000000E-002	1.1056521E+000
2.0000000E-002	1.1056015E+000
2.0000000E-002	1.1055481E+000
2.0000000E-002	1.1054932E+000
2.0000000E-002	1.1054379E+000
2.0000000E-002	1.1053798E+000
2.0000000E-002	1.1053267E+000
2.0000000E-002	1.1052691E+000
2.0000000E-002	1.1052169E+000
2.0000000E-002	1.1051559E+000
2.0000000E-002	1.1051086E+000
2.0000000E-002	1.1050570E+000
2.0000000E-002	1.1050001E+000
2.0000000E-002	1.1049476E+000
2.0000000E-002	1.1049008E+000
2.0000000E-002	1.1048468E+000
2.0000000E-002	1.1047940E+000
2.0000000E-002	1.1047463E+000
2.0000000E-002	1.1046921E+000
2.0000000E-002	1.1046377E+000
2.0000000E-002	1.1045896E+000
2.0000000E-002	1.1044838E+000
2.0000000E-002	1.1045405E+000
2.0000000E-002	1.1044934E+000
2.0000000E-002	1.1044533E+000
2.0000000E-002	1.1044049E+000
2.0000000E-002	1.1043591E+000
2.0000000E-002	1.1043062E+000
2.0000000E-002	1.1042525E+000
2.0000000E-002	1.1041995E+000
2.0000000E-002	1.1041486E+000
2.0000000E-002	1.1040869E+000
2.0000000E-002	1.1040412E+000
2.0000000E-002	1.1039946E+000
2.0000000E-002	1.1039393E+000
2.0000000E-002	1.1038945E+000
2.0000000E-002	1.1038460E+000
2.0000000E-002	1.1037987E+000
2.0000000E-002	1.1037503E+000
2.0000000E-002	1.1037042E+000
2.0000000E-002	1.1036503E+000
2.0000000E-002	1.1035991E+000
2.0000000E-002	1.1035528E+000
2.0000000E-002	1.1035026E+000
2.0000000E-002	1.1034539E+000
2.0000000E-002	1.1034092E+000
2.0000000E-002	1.1033605E+000
2.0000000E-002	1.1033224E+000
2.0000000E-002	1.1032768E+000
2.0000000E-002	1.1032231E+000
2.0000000E-002	1.1031862E+000
2.0000000E-002	1.1031398E+000
2.0000000E-002	1.1030937E+000
2.0000000E-002	1.1030442E+000
2.0000000E-002	1.1029940E+000
2.0000000E-002	1.1029453E+000
2.0000000E-002	1.1028905E+000
2.0000000E-002	1.1028416E+000
2.0000000E-002	1.1027977E+000
2.0000000E-002	1.1027535E+000
2.0000000E-002	1.1027024E+000
2.0000000E-002	1.1026661E+000
2.0000000E-002	1.1026168E+000
2.0000000E-002	1.1025742E+000
2.0000000E-002	1.1025223E+000
2.0000000E-002	1.1024798E+000
2.0000000E-002	1.1024352E+000
2.0000000E-002	1.1023860E+000
2.0000000E-002	1.1023453E+000
2.0000000E-002	1.1022949E+000
2.0000000E-002	1.1022611E+000
2.0000000E-002	1.1022086E+000
2.0000000E-002	1.1022694E+000
2.0000000E-002	1.1021665E+000
2.0000000E-002	1.1021239E+000
2.0000000E-002	1.1020812E+000
2.0000000E-002	1.1020426E+000
2.0000000E-002	1.1020049E+000
2.0000000E-002	1.1019602E+000
2.0000000E-002	1.1019260E+000
2.0000000E-002	1.1018733E+000
2.0000000E-002	1.1018398E+000
2.0000000E-002	1.1017869E+000
2.0000000E-002	1.1017380E+000
2.0000000E-002	1.1016942E+000
2.0000000E-002	1.1016490E+000
2.0000000E-002	1.1016061E+000
2.0000000E-002	1.1015573E+000
2.0000000E-002	1.1015186E+000
2.0000000E-002	1.1014711E+000
2.0000000E-002	1.1014354E+000
2.0000000E-002	1.1013857E+000
2.0000000E-002	1.1013440E+000
2.0000000E-002	1.1013054E+000
2.0000000E-002	1.1012591E+000
2.0000000E-002	1.1012180E+000
2.0000000E-002	1.1011802E+000
2.0000000E-002	1.1011404E+000
2.0000000E-002	1.1010950E+000
2.0000000E-002	1.1010597E+000
2.0000000E-002	1.1010085E+000
2.0000000E-002	1.1009722E+000
2.0000000E-002	1.1009324E+000
2.0000000E-002	1.1008840E+000
2.0000000E-002	1.1008502E+000
2.0000000E-002	1.1008106E+000
2.0000000E-002	1.1007768E+000
2.0000000E-002	1.1007435E+000
2.0000000E-002	1.1007026E+000
2.0000000E-002	1.1006709E+000
2.0000000E-002	1.1006267E+000
2.0000000E-002	1.1005855E+000
2.0000000E-002	1.1005353E+000
2.0000000E-002	1.1004865E+000
2.0000000E-002	1.1004488E+000
2.0000000E-002	1.1004045E+000
2.0000000E-002	1.1003654E+000
2.0000000E-002	1.1003245E+000
2.0000000E-002	1.1002868E+000
2.0000000E-002	1.1002532E+000
2.0000000E-002	1.1002061E+000
2.0000000E-002	1.1001697E+000
2.0000000E-002	1.1001334E+000
2.0000000E-002	1.1000167E+000
2.0000000E-002	1.1000907E+000
2.0000000E-002	1.1000563E+000
2.0000000E-002	1.1000156E+000
2.0000000E-002	1.0999734E+000
2.0000000E-002	1.0999390E+000
2.0000000E-002	1.0999013E+000
2.0000000E-002	1.0998644E+000
2.0000000E-002	1.0998279E+000
