Ewe/V	<I>/mA	
1.2045621E+000	5.692829008630200E-001
1.2055601E+000	5.820500202510743E-001
1.2065824E+000	5.949897716020360E-001
1.2076188E+000	6.083949697433955E-001
1.2085147E+000	6.222711678830875E-001
1.2095870E+000	6.361941229678756E-001
1.2105532E+000	6.503139267086393E-001
1.2115715E+000	6.652343969237320E-001
1.2125852E+000	6.802616138898181E-001
1.2135503E+000	6.955691789046732E-001
1.2145271E+000	7.113416398750800E-001
1.2155846E+000	7.274234587093389E-001
1.2165412E+000	7.438230123708784E-001
1.2175646E+000	7.604624809921141E-001
1.2185721E+000	7.775868538032178E-001
1.2195829E+000	7.949309570227339E-001
1.2205693E+000	8.125644547531081E-001
1.2215735E+000	8.305776878988667E-001
1.2225610E+000	8.486743070725824E-001
1.2235409E+000	8.670587380448715E-001
1.2245326E+000	8.861062582117643E-001
1.2255348E+000	9.051684281132006E-001
1.2265413E+000	9.246906018361876E-001
1.2275889E+000	9.443400875134103E-001
1.2285372E+000	9.642312588284243E-001
1.2295841E+000	9.845300916236011E-001
1.2305162E+000	1.005077105581490E+000
1.2315736E+000	1.025813787635364E+000
1.2325283E+000	1.046829200368753E+000
1.2334795E+000	1.067878269106830E+000
1.2345867E+000	1.089222946903273E+000
1.2356133E+000	1.110809408803444E+000
1.2365351E+000	1.132545816198903E+000
1.2375681E+000	1.154788342040547E+000
1.2385416E+000	1.177265556432019E+000
1.2395889E+000	1.199723456157566E+000
1.2405878E+000	1.222711915684319E+000
1.2415812E+000	1.245581303476076E+000
1.2425367E+000	1.268813099762813E+000
1.2435608E+000	1.292297738401269E+000
1.2446084E+000	1.315836082860061E+000
1.2455636E+000	1.339730825055543E+000
1.2465649E+000	1.363803764066052E+000
1.2475219E+000	1.387790919690359E+000
1.2485610E+000	1.411988463935803E+000
1.2495610E+000	1.436504281542000E+000
1.2505749E+000	1.461302335849219E+000
1.2515653E+000	1.486049326250743E+000
1.2525570E+000	1.511151383844030E+000
1.2535508E+000	1.536408334032815E+000
1.2545127E+000	1.561823880025386E+000
1.2555573E+000	1.587135353241777E+000
1.2565594E+000	1.613085218247665E+000
1.2575132E+000	1.638858110472860E+000
1.2585609E+000	1.664971431839767E+000
1.2595452E+000	1.691311801625350E+000
1.2605528E+000	1.717379300908721E+000
1.2615474E+000	1.743667186303334E+000
1.2625593E+000	1.770268092485246E+000
1.2635605E+000	1.796973862514207E+000
1.2645214E+000	1.823962839736303E+000
1.2655734E+000	1.850941402689797E+000
1.2665491E+000	1.877923958679313E+000
1.2675672E+000	1.905259715574805E+000
1.2685875E+000	1.932545843185878E+000
1.2695769E+000	1.959925286759053E+000
1.2705665E+000	1.987596406958276E+000
1.2715594E+000	2.015233348083605E+000
1.2725741E+000	2.043306155957868E+000
1.2735287E+000	2.071185192469166E+000
1.2745333E+000	2.099090638564157E+000
1.2755269E+000	2.127333414949939E+000
1.2765279E+000	2.155642006762900E+000
1.2775439E+000	2.184216247816610E+000
1.2785537E+000	2.212666437401516E+000
1.2795327E+000	2.241311291025744E+000
1.2805600E+000	2.270010062147549E+000
1.2815627E+000	2.298891347079056E+000
1.2825818E+000	2.327881283432991E+000
1.2835978E+000	2.356964348243077E+000
1.2845477E+000	2.386091981510244E+000
1.2855864E+000	2.415297194369245E+000
1.2865589E+000	2.444373103614705E+000
1.2875495E+000	2.473802055597584E+000
1.2885418E+000	2.503432343063423E+000
1.2895722E+000	2.533134003459033E+000
1.2905425E+000	2.562790230896461E+000
1.2915787E+000	2.592674237141672E+000
1.2925560E+000	2.622409506653803E+000
1.2935280E+000	2.652143951986925E+000
1.2945566E+000	2.682462669672473E+000
1.2955419E+000	2.712451183606710E+000
1.2965510E+000	2.742901087369964E+000
1.2975546E+000	2.773128441174485E+000
1.2985318E+000	2.803439939322793E+000
1.2995285E+000	2.833859825519475E+000
1.3005246E+000	2.864218508457249E+000
1.3015213E+000	2.894863648725639E+000
1.3025119E+000	2.925675293620756E+000
1.3035736E+000	2.956442908973116E+000
1.3045429E+000	2.987555808677023E+000
1.3055747E+000	3.018544763507293E+000
1.3065708E+000	3.049215234309230E+000
1.3075677E+000	3.080363661033893E+000
1.3085467E+000	3.111427912298502E+000
1.3095393E+000	3.142593398908398E+000
1.3105351E+000	3.174018810632010E+000
1.3115608E+000	3.205334775437024E+000
1.3125694E+000	3.236595813886105E+000
1.3135375E+000	3.268210861188656E+000
1.3145452E+000	3.299641489509568E+000
1.3155410E+000	3.331345789286558E+000
1.3165529E+000	3.363106931925095E+000
1.3175519E+000	3.394970975224254E+000
1.3185117E+000	3.426768114270807E+000
1.3195204E+000	3.458637568550571E+000
1.3204992E+000	3.490732991100685E+000
1.3215162E+000	3.522671553511756E+000
1.3225418E+000	3.554821960780091E+000
1.3235440E+000	3.586971434031739E+000
1.3245283E+000	3.619089260021575E+000
1.3255240E+000	3.651330844662766E+000
1.3265741E+000	3.683653745116018E+000
1.3275541E+000	3.715981543233070E+000
1.3285246E+000	3.748622805454559E+000
1.3295212E+000	3.781093158609551E+000
1.3305418E+000	3.813576831399999E+000
1.3315674E+000	3.846037808662089E+000
1.3325270E+000	3.878670849328429E+000
1.3335184E+000	3.911395455457601E+000
1.3345485E+000	3.944303961534095E+000
1.3355190E+000	3.976994313384129E+000
1.3365583E+000	4.010033172848814E+000
1.3374892E+000	4.042789036042659E+000
1.3385109E+000	4.075541518206228E+000
1.3395238E+000	4.108676405146278E+000
1.3404931E+000	4.141707818794686E+000
1.3415383E+000	4.174817416497362E+000
1.3425124E+000	4.207939203938409E+000
1.3435593E+000	4.240963560180610E+000
1.3445328E+000	4.274416306594603E+000
1.3455212E+000	4.307845490251800E+000
1.3465160E+000	4.341138729297647E+000
1.3475077E+000	4.374752076338467E+000
1.3485374E+000	4.408228851736535E+000
1.3495344E+000	4.441844151843171E+000
1.3505313E+000	4.475356530068471E+000
1.3515177E+000	4.508903648374840E+000
1.3525561E+000	4.542760302893427E+000
1.3535328E+000	4.576456993581758E+000
1.3545278E+000	4.610125977049819E+000
1.3555255E+000	4.644098739234765E+000
1.3565364E+000	4.677834515128287E+000
1.3575747E+000	4.711609739767987E+000
1.3585420E+000	4.745511852497899E+000
1.3594985E+000	4.779429915033768E+000
1.3605368E+000	4.813567669821431E+000
1.3615009E+000	4.847629561412088E+000
1.3625327E+000	4.881656488812951E+000
1.3635011E+000	4.915581181003418E+000
1.3645266E+000	4.949489244325363E+000
1.3654844E+000	4.983726590263601E+000
1.3665247E+000	5.017988362477325E+000
1.3675344E+000	5.052141305642095E+000
1.3685069E+000	5.086532428286233E+000
1.3695560E+000	5.120935841921785E+000
1.3705484E+000	5.155230143572382E+000
1.3714808E+000	5.189843336639768E+000
1.3724895E+000	5.224229922201353E+000
1.3734927E+000	5.258921715441474E+000
1.3745042E+000	5.293270113110340E+000
1.3754920E+000	5.327727198735928E+000
1.3765514E+000	5.362151634666110E+000
1.3775314E+000	5.396351882761302E+000
1.3785111E+000	5.430891507593689E+000
1.3795125E+000	5.465887613104584E+000
1.3804966E+000	5.500602593970669E+000
1.3815296E+000	5.535485224084525E+000
1.3825305E+000	5.570368550608180E+000
1.3834907E+000	5.605255871808424E+000
1.3845046E+000	5.640095597931300E+000
1.3855364E+000	5.675027702569679E+000
1.3864999E+000	5.710128927805002E+000
1.3875400E+000	5.745055516054038E+000
1.3885020E+000	5.779623837191252E+000
1.3895199E+000	5.814517927446872E+000
1.3905302E+000	5.849832129045545E+000
1.3915256E+000	5.884829342331457E+000
1.3925383E+000	5.920244990225001E+000
1.3935225E+000	5.955464610504720E+000
1.3945059E+000	5.990768956320348E+000
1.3955261E+000	6.025970648182934E+000
1.3965389E+000	6.061304234728510E+000
1.3975232E+000	6.096732300188762E+000
1.3985188E+000	6.132242026006026E+000
1.3995042E+000	6.167529876461458E+000
1.4005468E+000	6.203273427087709E+000
1.4015416E+000	6.238858022826292E+000
1.4025087E+000	6.274124799807325E+000
1.4034840E+000	6.309813176009698E+000
1.4045281E+000	6.345126629957002E+000
1.4055091E+000	6.380917092840123E+000
1.4064796E+000	6.416358266760710E+000
1.4075211E+000	6.451867226326755E+000
1.4084829E+000	6.487904391794245E+000
1.4094853E+000	6.523622754141854E+000
1.4105077E+000	6.559095769715135E+000
1.4114908E+000	6.594803330038811E+000
1.4125237E+000	6.630293517020817E+000
1.4135176E+000	6.666249223306888E+000
1.4144964E+000	6.701811928462533E+000
1.4154973E+000	6.737295115374977E+000
1.4164978E+000	6.773487300424094E+000
1.4175192E+000	6.809294380703747E+000
1.4185498E+000	6.845854042676535E+000
1.4195298E+000	6.882092966036444E+000
1.4204971E+000	6.917997385098568E+000
1.4215163E+000	6.953759147399126E+000
1.4225377E+000	6.989853040025878E+000
1.4234887E+000	7.025898774998495E+000
1.4245601E+000	7.062105628571011E+000
1.4255284E+000	7.098055988347454E+000
1.4265021E+000	7.134098223412650E+000
1.4275123E+000	7.170015312544480E+000
1.4284407E+000	7.206012475382437E+000
1.4294811E+000	7.242193578187013E+000
1.4305100E+000	7.278232419774653E+000
1.4315065E+000	7.314523935288975E+000
1.4325069E+000	7.350804638362547E+000
1.4335006E+000	7.387009352851067E+000
1.4345105E+000	7.423388774567997E+000
1.4355237E+000	7.459660326232580E+000
1.4365371E+000	7.496101300327155E+000
1.4375044E+000	7.532890603520670E+000
1.4384652E+000	7.569281875681725E+000
1.4394808E+000	7.605665949759384E+000
1.4404794E+000	7.641715579630297E+000
1.4415050E+000	7.678157711785957E+000
1.4425133E+000	7.714911605360271E+000
1.4434755E+000	7.751782551982245E+000
1.4444755E+000	7.788346126776986E+000
1.4455266E+000	7.824991168281130E+000
1.4464748E+000	7.861402872671079E+000
1.4475393E+000	7.898176891530738E+000
1.4484944E+000	7.935018581714044E+000
1.4490628E+000	7.954878137466721E+000
1.2452554E+000	0.000000000000000E+000
1.1821811E+000	0.000000000000000E+000
7.9972702E-001	-1.494557229210352E+001
7.9970568E-001	-1.242522971842297E+001
8.0068773E-001	-1.001982877090943E+001
8.0163801E-001	-8.242449507894406E+000
8.0270469E-001	-6.807319064204599E+000
8.0367416E-001	-5.564190773128651E+000
8.0467546E-001	-4.468146445935020E+000
8.0570745E-001	-3.535662747395833E+000
8.0669653E-001	-2.777730921652346E+000
8.0768543E-001	-2.181590997966627E+000
8.0866635E-001	-1.720623974356796E+000
8.0969942E-001	-1.367346726079177E+000
8.1070489E-001	-1.096291997636794E+000
8.1166893E-001	-8.875543432632642E-001
8.1269437E-001	-7.258600786438159E-001
8.1366277E-001	-5.993475297976991E-001
8.1467718E-001	-4.994686718530401E-001
8.1560695E-001	-4.197891346689319E-001
8.1664819E-001	-3.553367615856917E-001
8.1765795E-001	-3.030641318136262E-001
8.1866020E-001	-2.597633553880034E-001
8.1965214E-001	-2.236505538962517E-001
8.2065928E-001	-1.933906937320029E-001
8.2170188E-001	-1.674928980512022E-001
8.2267016E-001	-1.452676101499022E-001
8.2367671E-001	-1.261694583196001E-001
8.2464594E-001	-1.092306442406705E-001
8.2567692E-001	-9.474043805699139E-002
8.2664192E-001	-8.179590260333347E-002
8.2769495E-001	-6.989121613631022E-002
8.2866126E-001	-5.927377670650669E-002
8.2967943E-001	-4.965796579169668E-002
8.3069336E-001	-4.092305960384995E-002
8.3165413E-001	-3.305672567068979E-002
8.3268297E-001	-2.564275253428431E-002
8.3366501E-001	-1.879576952109545E-002
8.3466935E-001	-1.253249086095121E-002
8.3573192E-001	-6.475872507586924E-003
8.3665693E-001	-1.207966352915897E-003
8.3767080E-001	3.997512104414985E-003
8.3863598E-001	8.310698736601535E-003
8.3969408E-001	1.261994407689203E-002
8.4067118E-001	1.724767708707958E-002
8.4167868E-001	2.119098223197799E-002
8.4263849E-001	2.498702427423549E-002
8.4366691E-001	2.885131440400179E-002
8.4467590E-001	3.228083720547936E-002
8.4566230E-001	3.548790809836727E-002
8.4668779E-001	3.876832090772256E-002
8.4767747E-001	4.185616666699249E-002
8.4868371E-001	4.495274297425278E-002
8.4968072E-001	4.767559265006138E-002
8.5065216E-001	5.027825756594026E-002
8.5168260E-001	5.281131693453195E-002
8.5269803E-001	5.525844693479542E-002
8.5367054E-001	5.762976282878085E-002
8.5467178E-001	6.004889614725917E-002
8.5567135E-001	6.231242516369173E-002
8.5664576E-001	6.469771231433755E-002
8.5765827E-001	6.677493654759581E-002
8.5864574E-001	6.889255130938032E-002
8.5965008E-001	7.094403854497333E-002
8.6069506E-001	7.282395168367439E-002
8.6162698E-001	7.487104684716317E-002
8.6267906E-001	7.686750554002367E-002
8.6369824E-001	7.860391696465241E-002
8.6468917E-001	8.016694332786370E-002
8.6566776E-001	8.192831875815498E-002
8.6661911E-001	8.368405713615279E-002
8.6765099E-001	8.548335100116544E-002
8.6865348E-001	8.712807053518334E-002
8.6966926E-001	8.883429805393339E-002
8.7062699E-001	9.048878561648310E-002
8.7162596E-001	9.198057520110359E-002
8.7269837E-001	9.357274319939296E-002
8.7367082E-001	9.496221365090296E-002
8.7469637E-001	9.652748924168963E-002
8.7567312E-001	9.802728627761903E-002
8.7666684E-001	9.935129032076673E-002
8.7765324E-001	1.006709123695534E-001
8.7864488E-001	1.021217443101754E-001
8.7968427E-001	1.034491077295659E-001
8.8062781E-001	1.049245104176046E-001
8.8162929E-001	1.062919986043593E-001
8.8267285E-001	1.075205607213028E-001
8.8363802E-001	1.088212450761390E-001
8.8464957E-001	1.099794232263502E-001
8.8564992E-001	1.114233441380554E-001
8.8664269E-001	1.127321000544610E-001
8.8762045E-001	1.139475476079097E-001
8.8864046E-001	1.152352436831332E-001
8.8963449E-001	1.162099718927172E-001
8.9064741E-001	1.173249572587294E-001
8.9164418E-001	1.186354512627539E-001
8.9261007E-001	1.197048166240025E-001
8.9363915E-001	1.208948461864727E-001
8.9466786E-001	1.221083362656494E-001
8.9561933E-001	1.230787383666994E-001
8.9666563E-001	1.243580909311972E-001
8.9760995E-001	1.254478796784362E-001
8.9866424E-001	1.266434222181034E-001
8.9965367E-001	1.278347097825081E-001
9.0062463E-001	1.288472103533725E-001
9.0167516E-001	1.300530604798509E-001
9.0261483E-001	1.308480650355481E-001
9.0367746E-001	1.317909852698729E-001
9.0464991E-001	1.331159767278742E-001
9.0564907E-001	1.341152894648547E-001
9.0665025E-001	1.351686084364248E-001
9.0763968E-001	1.363371765418424E-001
9.0868443E-001	1.373161519634752E-001
9.0961236E-001	1.383726193420287E-001
9.1065276E-001	1.394146665098680E-001
9.1160303E-001	1.404669749520959E-001
9.1269970E-001	1.416070657463369E-001
9.1361964E-001	1.425606619530132E-001
9.1465431E-001	1.434551881871218E-001
9.1563118E-001	1.442424036423060E-001
9.1663444E-001	1.451841578480969E-001
9.1762936E-001	1.462420654422795E-001
9.1867173E-001	1.473343696766229E-001
9.1964221E-001	1.483068618408135E-001
9.2063814E-001	1.493640708031720E-001
9.2164677E-001	1.503068761365336E-001
9.2262775E-001	1.512091718582429E-001
9.2362571E-001	1.522686180316522E-001
9.2463535E-001	1.531371898661935E-001
9.2564398E-001	1.542528988637926E-001
9.2665052E-001	1.552541582378439E-001
9.2757958E-001	1.560677691265653E-001
9.2862952E-001	1.568430223662717E-001
9.2963159E-001	1.578191110552365E-001
9.3061173E-001	1.588177795230479E-001
9.3164998E-001	1.599396069548908E-001
9.3265867E-001	1.608825324012428E-001
9.3364275E-001	1.619720940109386E-001
9.3462384E-001	1.629465571953119E-001
9.3563348E-001	1.637630624762083E-001
9.3662292E-001	1.648259026921292E-001
9.3765032E-001	1.657432167755896E-001
9.3864131E-001	1.667566648790038E-001
9.3966895E-001	1.678068220811795E-001
9.4065946E-001	1.685025285540864E-001
9.4161254E-001	1.692621596478840E-001
9.4267249E-001	1.703033301052205E-001
9.4361848E-001	1.712800734148463E-001
9.4463986E-001	1.724053798539067E-001
9.4561720E-001	1.733497673648314E-001
9.4662201E-001	1.744267127335140E-001
9.4768685E-001	1.754493916633191E-001
9.4860005E-001	1.762919985687106E-001
9.4966221E-001	1.773760686040351E-001
9.5063949E-001	1.784116203269484E-001
9.5165437E-001	1.791842075660317E-001
9.5267469E-001	1.802094787213524E-001
9.5364940E-001	1.809314365790158E-001
9.5461881E-001	1.818596769454417E-001
9.5560926E-001	1.828439485613265E-001
9.5666146E-001	1.837575066784001E-001
9.5760846E-001	1.849322067077384E-001
9.5860457E-001	1.859971434060150E-001
9.5961511E-001	1.868520089078807E-001
9.6061629E-001	1.878540604512580E-001
9.6160680E-001	1.888220802302176E-001
9.6263057E-001	1.897861059752183E-001
9.6366549E-001	1.908548796705716E-001
9.6463263E-001	1.916824959571177E-001
9.6567094E-001	1.927156330797977E-001
9.6663946E-001	1.934274095377826E-001
9.6760750E-001	1.942508984673901E-001
9.6862251E-001	1.954028100068870E-001
9.6961206E-001	1.962968279161994E-001
9.7060591E-001	1.972888608390950E-001
9.7159421E-001	1.983131811449352E-001
9.7260070E-001	1.991131652269074E-001
9.7362626E-001	2.000187272607210E-001
9.7464752E-001	2.010295478967983E-001
9.7562116E-001	2.018857508678140E-001
9.7661602E-001	2.029558788866752E-001
9.7763002E-001	2.037709991652483E-001
9.7864050E-001	2.047461170263176E-001
9.7959507E-001	2.054374646078672E-001
9.8060173E-001	2.062377410934491E-001
9.8164099E-001	2.071965241449920E-001
9.8263556E-001	2.082496333143928E-001
9.8364222E-001	2.091231662230975E-001
9.8467958E-001	2.100520296351750E-001
9.8561072E-001	2.109741816537918E-001
9.8660004E-001	2.118717765900535E-001
9.8760039E-001	2.128194674000561E-001
9.8857069E-001	2.135827545912903E-001
9.8961753E-001	2.145664911936804E-001
9.9059415E-001	2.154874830921079E-001
9.9159545E-001	2.162130346517517E-001
9.9259979E-001	2.168127519908514E-001
9.9359572E-001	2.176489337281984E-001
9.9460381E-001	2.184524605496661E-001
9.9561721E-001	2.194752729542218E-001
9.9664384E-001	2.201865626807389E-001
9.9762905E-001	2.211096475699121E-001
9.9860066E-001	2.219145298264183E-001
9.9963331E-001	2.226719892198945E-001
1.0006125E+000	2.235647687718041E-001
1.0016359E+000	2.242930644654297E-001
1.0026127E+000	2.250784774925435E-001
1.0036097E+000	2.259090913027437E-001
1.0046024E+000	2.264539488948163E-001
1.0056437E+000	2.269918674543976E-001
1.0066259E+000	2.277285961514499E-001
1.0076337E+000	2.284109580111380E-001
1.0085709E+000	2.293018778224303E-001
1.0096177E+000	2.298735470010511E-001
1.0106083E+000	2.305068662221157E-001
1.0116414E+000	2.311878002425551E-001
1.0126170E+000	2.316150716727678E-001
1.0136213E+000	2.322889282758820E-001
1.0145866E+000	2.329673982265481E-001
1.0156313E+000	2.334603507840529E-001
1.0166312E+000	2.342106003922466E-001
1.0175933E+000	2.344553753408407E-001
1.0186082E+000	2.349701296926696E-001
1.0196263E+000	2.356347689872766E-001
1.0206244E+000	2.362211258520199E-001
1.0216138E+000	2.368124031974954E-001
1.0226128E+000	2.373364786269003E-001
1.0236202E+000	2.376453284059389E-001
1.0245770E+000	2.381986870267796E-001
1.0256217E+000	2.386416431955669E-001
1.0265943E+000	2.389971631623455E-001
1.0276229E+000	2.395366292103299E-001
1.0286517E+000	2.397939002082219E-001
1.0296540E+000	2.402766442851343E-001
1.0306288E+000	2.403757955811394E-001
1.0316061E+000	2.406088429651687E-001
1.0326035E+000	2.411938797779669E-001
1.0335866E+000	2.413982678280808E-001
1.0345888E+000	2.417542343777607E-001
1.0356362E+000	2.421594456068337E-001
1.0366209E+000	2.423483927242134E-001
1.0376189E+000	2.426676516064248E-001
1.0385872E+000	2.429600153667453E-001
1.0396217E+000	2.430547070228188E-001
1.0406013E+000	2.434559524029716E-001
1.0415940E+000	2.435561187159845E-001
1.0425950E+000	2.436924946183954E-001
1.0436137E+000	2.435914197388995E-001
1.0446091E+000	2.436428916283666E-001
1.0456347E+000	2.439281685560815E-001
1.0466220E+000	2.441650728173466E-001
1.0475988E+000	2.442023552143251E-001
1.0486054E+000	2.444025137569432E-001
1.0495778E+000	2.444594442092578E-001
1.0506310E+000	2.446444904296545E-001
1.0516109E+000	2.447854163729144E-001
1.0526125E+000	2.448312030177290E-001
1.0536070E+000	2.449484008476315E-001
1.0545880E+000	2.449927463992386E-001
1.0556104E+000	2.450018982147453E-001
1.0565865E+000	2.448306740146187E-001
1.0575947E+000	2.448496758671737E-001
1.0585757E+000	2.449592145375243E-001
1.0595843E+000	2.449881286104789E-001
1.0606121E+000	2.450149423124932E-001
1.0615951E+000	2.450904613107330E-001
1.0626494E+000	2.450280796711133E-001
1.0636176E+000	2.448838543581888E-001
1.0645841E+000	2.449983597850904E-001
1.0655766E+000	2.448409480146239E-001
1.0665820E+000	2.448094993631216E-001
1.0675884E+000	2.448486631816409E-001
1.0685980E+000	2.446804465825287E-001
1.0696152E+000	2.443345416223215E-001
1.0705930E+000	2.443278343596251E-001
1.0715996E+000	2.442695634785929E-001
1.0725856E+000	2.444314301879542E-001
1.0735945E+000	2.442414485733286E-001
1.0746317E+000	2.441688993050288E-001
1.0756148E+000	2.441335506673890E-001
1.0766213E+000	2.439440375842528E-001
1.0776278E+000	2.439797988790773E-001
1.0785803E+000	2.439534006906419E-001
1.0795920E+000	2.437906436402510E-001
1.0806171E+000	2.437559803118264E-001
1.0816367E+000	2.434654783144961E-001
1.0826008E+000	2.431588368110198E-001
1.0835903E+000	2.431969879946911E-001
1.0846219E+000	2.430289469658522E-001
1.0855895E+000	2.431135449596509E-001
1.0865600E+000	2.430212303717312E-001
1.0875919E+000	2.428674784165867E-001
1.0885702E+000	2.427801075794902E-001
1.0896473E+000	2.426793374535108E-001
1.0906061E+000	2.425279687697284E-001
1.0915583E+000	2.425319306666442E-001
1.0925573E+000	2.424223903532812E-001
1.0935904E+000	2.424722158994871E-001
1.0946170E+000	2.421877850839649E-001
1.0956001E+000	2.419074053924677E-001
1.0965780E+000	2.420217106625646E-001
1.0975697E+000	2.420155922949121E-001
1.0986004E+000	2.419514696128546E-001
1.0995913E+000	2.420345494912226E-001
1.1005795E+000	2.418770394467513E-001
1.1015768E+000	2.419710779315745E-001
1.1025501E+000	2.419701443072788E-001
1.1035937E+000	2.419099231818673E-001
1.1045747E+000	2.421296619242090E-001
1.1055686E+000	2.419512064978449E-001
1.1065729E+000	2.420061291565032E-001
1.1075931E+000	2.418503580137643E-001
1.1085912E+000	2.417278240377811E-001
1.1095860E+000	2.419543328707707E-001
1.1106105E+000	2.420454418240223E-001
1.1116275E+000	2.420530097787186E-001
1.1126010E+000	2.422011315531161E-001
1.1135919E+000	2.421614768076692E-001
1.1146162E+000	2.423314498843059E-001
1.1155887E+000	2.425459864319146E-001
1.1165878E+000	2.426286303224949E-001
1.1175764E+000	2.428722042093137E-001
1.1186093E+000	2.430585852809362E-001
1.1196284E+000	2.431578903929956E-001
1.1206020E+000	2.430619809548462E-001
1.1215967E+000	2.432509118606410E-001
1.1225938E+000	2.435096691905301E-001
1.1236002E+000	2.438003017425605E-001
1.1245697E+000	2.440450731897190E-001
1.1256012E+000	2.444536788826586E-001
1.1265869E+000	2.446602197140111E-001
1.1275584E+000	2.448423756476572E-001
1.1286094E+000	2.453356636265744E-001
1.1296102E+000	2.457647229041200E-001
1.1305872E+000	2.461551036770189E-001
1.1315970E+000	2.466967026333498E-001
1.1326108E+000	2.470347042704466E-001
1.1335957E+000	2.473001982144867E-001
1.1345570E+000	2.478951201172309E-001
1.1355869E+000	2.483385605251849E-001
1.1365710E+000	2.490489043109544E-001
1.1375591E+000	2.496001641971399E-001
1.1386498E+000	2.501693638442868E-001
1.1395990E+000	2.508520874492568E-001
1.1405853E+000	2.514579818581915E-001
1.1415770E+000	2.522296681186367E-001
1.1426471E+000	2.530348806040816E-001
1.1435602E+000	2.537592072863468E-001
1.1445857E+000	2.546624152766972E-001
1.1455753E+000	2.553397954278993E-001
1.1465757E+000	2.561207914562331E-001
1.1475500E+000	2.571455897349462E-001
1.1485556E+000	2.581740954337537E-001
1.1495748E+000	2.593062555358294E-001
1.1505444E+000	2.605864636413515E-001
1.1516045E+000	2.617112326957365E-001
1.1526154E+000	2.630487007116402E-001
1.1535752E+000	2.641830122807896E-001
1.1545945E+000	2.655442896093296E-001
1.1555520E+000	2.672222051304898E-001
1.1565765E+000	2.685189176659151E-001
1.1576022E+000	2.700858625800873E-001
1.1585696E+000	2.716699473349955E-001
1.1595557E+000	2.732315014101676E-001
1.1605654E+000	2.752360319845426E-001
1.1616037E+000	2.770853615439834E-001
1.1625934E+000	2.790754087008120E-001
1.1635859E+000	2.812359267592330E-001
1.1645701E+000	2.834349582499726E-001
1.1656020E+000	2.857700234042508E-001
1.1665502E+000	2.881665276555312E-001
1.1675259E+000	2.905381126540494E-001
1.1685770E+000	2.932771458216610E-001
1.1695356E+000	2.959595117739102E-001
1.1705369E+000	2.989661604651923E-001
1.1715890E+000	3.017467528987083E-001
1.1726294E+000	3.046900951525291E-001
1.1735722E+000	3.082073945362048E-001
1.1745561E+000	3.120417090238785E-001
1.1755396E+000	3.156076671868185E-001
1.1765703E+000	3.196135716398758E-001
1.1775419E+000	3.236171057882835E-001
1.1786160E+000	3.278445816782041E-001
1.1796057E+000	3.324530215304584E-001
1.1805847E+000	3.369979920169839E-001
1.1815881E+000	3.419140946677541E-001
1.1825656E+000	3.471222615000089E-001
1.1835755E+000	3.521446740389926E-001
1.1845969E+000	3.574610772308242E-001
1.1855195E+000	3.632521238896054E-001
1.1866077E+000	3.693098351749455E-001
1.1875367E+000	3.757649187297059E-001
1.1885338E+000	3.822752024488452E-001
1.1895232E+000	3.892071263024121E-001
1.1905838E+000	3.962619937825425E-001
1.1915648E+000	4.034506709153685E-001
1.1925850E+000	4.113101157826495E-001
1.1936117E+000	4.193144004639908E-001
1.1945505E+000	4.275324660959224E-001
1.1955719E+000	4.362851471498859E-001
1.1965718E+000	4.450006130153548E-001
1.1975590E+000	4.540245582322164E-001
1.1985136E+000	4.636465564767200E-001
1.1995637E+000	4.734254301902707E-001
1.2005827E+000	4.838521887850282E-001
1.2015225E+000	4.943355497462738E-001
1.2025625E+000	5.052270386714328E-001
1.2036015E+000	5.166160399126158E-001
1.2045799E+000	5.280431335846831E-001
1.2055887E+000	5.400024753258199E-001
1.2066005E+000	5.521818839495065E-001
1.2075669E+000	5.647601934078388E-001
1.2085615E+000	5.779039951087803E-001
1.2095679E+000	5.909375954723455E-001
1.2105595E+000	6.042473296214594E-001
1.2115759E+000	6.184678522030485E-001
1.2125343E+000	6.327992575855541E-001
1.2135314E+000	6.474506863796280E-001
1.2145504E+000	6.625478841034957E-001
1.2155666E+000	6.778548484643867E-001
1.2165518E+000	6.934351887292076E-001
1.2175827E+000	7.094734426452689E-001
1.2185563E+000	7.258463127204848E-001
1.2195935E+000	7.426066226427039E-001
1.2205725E+000	7.594704090146682E-001
1.2215778E+000	7.768718892087545E-001
1.2225610E+000	7.941330512415394E-001
1.2235600E+000	8.119761018546825E-001
1.2245675E+000	8.303396879038640E-001
1.2255751E+000	8.488127272702783E-001
1.2265561E+000	8.676497512613164E-001
1.2275782E+000	8.868627872885568E-001
1.2285489E+000	9.062615938636718E-001
1.2295564E+000	9.260823706380368E-001
1.2306001E+000	9.460141649237434E-001
1.2315650E+000	9.662327364089869E-001
1.2325568E+000	9.868699681698061E-001
1.2335517E+000	1.007534527530275E+000
1.2345518E+000	1.028559821279819E+000
1.2355968E+000	1.049607401885016E+000
1.2365849E+000	1.070922357672920E+000
1.2375605E+000	1.092618112103874E+000
1.2385670E+000	1.114753992531174E+000
1.2395499E+000	1.136976629941739E+000
1.2406132E+000	1.159587846676956E+000
1.2415770E+000	1.182106751509332E+000
1.2425389E+000	1.204994103070900E+000
1.2435684E+000	1.228148807700319E+000
1.2445512E+000	1.251361036437824E+000
1.2455679E+000	1.275099544931635E+000
1.2465861E+000	1.298975325208533E+000
